"Id","Prediction"
"3",0.990894085917142
"5",0.980431808759615
"8",0.969846108739877
"14",0.803265893655949
"20",0.885228283592978
"22",0.179859537052845
"25",0.963061633236887
"26",0.9904478072329
"30",0.96797654293577
"34",0.948827253887555
"41",0.978793430952156
"49",0.968446795215129
"51",8.291044879972e-06
"62",0.914571479023735
"71",0.328257880366555
"79",0.959261446617781
"83",0.948952997191241
"85",0.00527229228031547
"90",0.386306410785074
"107",0.971446730119384
"110",0.938229875133236
"123",0.584270473041259
"125",0.746290146895506
"132",0.000910500437437033
"145",0.9863788875626
"148",0.730384095738897
"153",0.912985759701652
"156",0.991034886404795
"158",0.995296401445334
"185",0.562805737884719
"190",0.769275584742356
"196",0.699921209536114
"203",0.871475861031472
"210",0.938041014132266
"212",0.830062445681914
"224",0.998918656867526
"227",0.844988851007331
"236",0.314111600074041
"246",0.896560217113845
"249",0.902615802986808
"250",0.999622056611545
"254",0.976037540683549
"257",0.791743604327277
"267",0.950806062986796
"272",0.39206663387369
"274",0.999890047552374
"300",0.983762212962663
"305",0.00219866867612062
"314",0.880088005743371
"315",0.196393425998315
"322",0.868164548533455
"328",0.293956660744824
"333",0.526741281966487
"350",0.818391500941855
"352",0.340560645527081
"379",0.835066206727404
"387",0.99174019347298
"388",0.55885697602193
"390",0.571619683355089
"394",0.814071648521086
"395",0.997062222660332
"405",0.853727708717001
"406",0.0546941616439818
"425",0.887289360952628
"430",0.864599762833567
"440",0.800857251981138
"453",0.71016387010006
"460",0.898195700817373
"464",0.285660138450492
"465",0.659658522419281
"469",0.975570126852172
"471",0.0665114645551552
"480",0.30662984911272
"492",0.948899649061056
"494",0.774778823273897
"499",0.959832024592953
"501",0.346049172221373
"512",0.817472177272698
"519",0.913567953971301
"520",0.45211794174564
"522",0.944520496054313
"542",0.0500785486514671
"549",0.917181083588771
"555",0.866801943597872
"556",0.998967467124342
"562",0.870170890342767
"569",0.875901961242876
"583",0.974242505772193
"586",0.938126894457957
"604",0.857534181303114
"611",0.999968566370605
"615",0.50426858091346
"624",0.0492715686446117
"638",0.380799092545033
"642",0.690987205613081
"644",0.670005029233716
"654",0.295158302711469
"657",0.948548983555574
"658",0.912640257711066
"659",0.18682771274139
"661",0.899150071502854
"665",0.786271879463607
"683",0.902538440017838
"684",0.826760291845761
"685",0.992922628982336
"688",0.88543280965195
"691",0.986800079159458
"699",0.93997736088889
"716",0.929038897779353
"724",0.926735891459754
"729",0.887519833470023
"745",0.70809496344228
"746",0.931444333580873
"748",0.994265190901313
"750",0.001346474152211
"753",0.977947924661946
"766",0.861112079443495
"768",0.000740468062168181
"778",0.887387756104972
"785",0.99969273658946
"798",0.324434446844887
"804",0.874290092501937
"820",0.737839805683592
"826",0.790187931261139
"838",0.405773112462772
"840",0.917297041380941
"842",0.128884096229889
"851",0.998347008915946
"852",0.995578972573321
"859",0.484266433137291
"868",0.500697104907025
"876",0.838058820107743
"881",0.942725282692918
"887",0.937984793016824
"890",0.973488813293702
"894",0.989262577524627
"913",0.0557599878997831
"917",0.253627457299946
"926",0.475759672134594
"928",0.988739193431315
"930",0.925028411859808
"934",0.546042530680493
"936",0.971137218270312
"939",0.181042940475629
"942",0.2627048347521
"948",0.795555362663395
"955",0.315714067107743
"956",0.533997138801763
"961",0.950642220023361
"963",0.000479588648486431
"974",0.0536279300147271
"984",0.00673409221471616
"987",0.983440048719071
"989",0.983067086505229
"990",0.96034315550512
"992",0.211706467348647
"993",0.946710541714807
"1001",0.00226289525667352
"1003",0.840768596151603
"1035",0.670951847983762
"1042",0.206374524799839
"1050",0.993120811233792
"1055",0.789488803458488
"1062",0.0146370426117167
"1068",0.0630242754081027
"1071",0.0671479806635133
"1085",0.040395388669454
"1087",0.955821249538336
"1089",0.215648965711035
"1090",0.00480816842698972
"1099",0.471089770402452
"1104",0.403205689534334
"1119",0.883923968388947
"1121",0.737616730016929
"1123",0.183812714236257
"1129",0.553560774582928
"1131",0.628587649126546
"1132",0.0310983992857154
"1135",0.128032730814027
"1140",0.945173351610075
"1150",0.672988977939426
"1153",0.932426228109895
"1163",0.633563686917388
"1169",0.986169885289402
"1170",0.668607979254301
"1171",0.879545278426278
"1179",0.056742232694492
"1183",0.904708780297625
"1187",0.968131360290693
"1193",0.901504756301649
"1195",0.840482287120847
"1198",0.935278560921065
"1219",0.223981648532174
"1222",0.884021424590779
"1223",0.849571603698807
"1241",0.756727411446793
"1244",0.995998576398909
"1248",0.427657961918128
"1258",0.947336673442903
"1259",0.930932722340172
"1262",0.822209353385655
"1268",0.997335152876533
"1269",0.930986477586364
"1274",0.96954258059162
"1275",0.355663989479339
"1277",0.991212420273896
"1279",0.23719361216794
"1280",0.989076596461643
"1286",0.899428996888799
"1289",0.966485028143108
"1300",0.983375470175623
"1314",0.776327456514167
"1321",0.986360109822363
"1340",0.157495394297628
"1352",0.997339971427576
"1362",0.993934870758471
"1365",0.987784961849128
"1368",0.335287091760046
"1383",0.984121598954306
"1386",0.847566579449952
"1392",0.996625127252101
"1399",0.346261310149108
"1404",0.948846318612153
"1406",0.996896497692631
"1424",0.0872525967314735
"1426",0.014247522594482
"1433",0.964627941876838
"1436",0.0624287041889795
"1446",0.0895606552698947
"1447",0.64792418173254
"1448",0.990259896761862
"1449",0.939090290698301
"1450",0.651520804826369
"1452",0.670766699081831
"1456",0.00659596000074602
"1473",0.996881633263525
"1476",0.976241927189256
"1480",0.983638372085608
"1488",0.987671313662898
"1493",0.749992027906557
"1496",0.994670319220706
"1503",0.510595390135892
"1517",0.419393444245809
"1542",0.901408175916869
"1546",0.900494990842411
"1567",0.846349154869025
"1571",0.847336199809547
"1582",0.888965489010693
"1586",0.998547559083033
"1587",0.572461910542417
"1589",0.981323326209049
"1598",0.956386821079748
"1600",0.895753939440241
"1601",0.967674169581765
"1602",0.993355061392228
"1617",0.887855249296104
"1620",0.791751201086822
"1621",0.78551945979743
"1624",0.0180812553746535
"1625",0.721954119648234
"1626",0.999616649132075
"1641",0.998261736817471
"1647",0.929269260306946
"1648",0.930298922123875
"1658",0.945301411421745
"1661",0.936602234180425
"1667",0.943200923855105
"1668",0.63690809822601
"1679",0.964318291154905
"1686",0.999294271839793
"1709",0.997382871920034
"1714",0.980190879254692
"1718",0.990836130960077
"1730",0.981171659107006
"1735",0.998467973202623
"1736",0.153674276655481
"1741",0.612221612166754
"1747",0.00677610359906828
"1750",0.987309369577988
"1760",0.985880375016993
"1763",0.996828739186552
"1771",0.808185652153693
"1783",0.90894762471879
"1792",0.588438552983405
"1793",0.967772824384367
"1797",0.637034914491815
"1804",0.90682734483429
"1806",0.356214485326191
"1814",0.975739274143707
"1817",0.221298186136722
"1829",0.969667811453105
"1835",0.823139238223399
"1841",0.0793860087916086
"1844",0.576217298143476
"1849",0.858640095842115
"1853",0.93188410478241
"1854",0.861659655756847
"1857",0.968216656007026
"1861",0.93727944253897
"1863",0.699148025224657
"1875",0.310908583358998
"1883",0.916491425424154
"1894",0.870496630319475
"1897",0.0389566658511636
"1904",0.00471066607679192
"1908",0.629661095109143
"1911",0.998860057127356
"1916",0.630412164045625
"1920",0.000743277190923434
"1924",0.897640586288452
"1933",0.836311040542675
"1942",0.98512991069618
"1944",0.989445360890423
"1956",0.941898740567139
"1971",0.993618468437375
"1973",0.635463082548186
"1976",0.973812000235369
"1989",0.977595741353049
"1990",0.730974815812461
"1991",0.608070419397633
"1994",0.990550676378171
"1995",0.987139802106975
"2004",0.903192716754852
"2007",0.985889823620226
"2009",0.945835003382008
"2013",0.124525391343621
"2014",0.156498690665254
"2015",0.983890366897769
"2026",0.717171580803881
"2027",0.176094748196892
"2034",0.97650155704436
"2040",0.726880109190062
"2046",0.95890560104203
"2050",0.80553834180508
"2065",0.877054400562548
"2082",0.717252782532735
"2092",0.949016561594215
"2104",0.721871437840898
"2111",0.327509716953024
"2112",0.922410313532661
"2123",0.534797978705421
"2128",0.988816831411581
"2138",0.469255463479638
"2147",0.481539518389038
"2161",0.426741094367241
"2164",0.904851881800761
"2169",0.209028976097742
"2171",0.780010880634119
"2174",0.270816422219106
"2176",0.444948084760714
"2180",0.584051617275232
"2181",0.997886993346945
"2185",0.91986892166291
"2192",0.581235365039556
"2195",0.997327970375645
"2196",0.970123161461027
"2202",0.577444593224104
"2211",0.288996495077363
"2217",0.909180743808141
"2220",0.988876587980854
"2227",0.113344972605233
"2238",0.996691193265547
"2239",0.690051079747259
"2254",0.974610879467424
"2258",0.979609258904872
"2264",0.921921124191388
"2267",0.890695795809941
"2270",0.981361102315959
"2278",0.956056797220542
"2282",0.889721503824902
"2288",0.954034440386207
"2302",0.650588090911436
"2304",0.999459407517618
"2321",0.910050200034317
"2326",0.957938995917633
"2331",0.136591222265077
"2333",0.402698144682822
"2336",0.0238752041810378
"2340",0.914892554832635
"2341",0.943751137655108
"2372",0.954273067002963
"2381",0.824439031814194
"2382",0.981780541100977
"2390",0.99995150314907
"2391",0.664799587154704
"2395",0.882092825967513
"2397",0.96422164422593
"2409",0.6211091179747
"2431",0.809638394818924
"2451",0.977953594875533
"2467",0.997310871582844
"2470",0.999747526973621
"2477",0.844811099770475
"2480",0.979803577778754
"2481",0.765739736572254
"2491",0.83888334348686
"2494",0.995340302845872
"2499",0.997681213118229
"2501",0.769111850541347
"2504",0.845608088840822
"2509",0.966180416337445
"2514",0.997981722958649
"2528",0.904681073090358
"2532",0.728395375762855
"2544",0.0253413686189956
"2546",0.996448511208846
"2550",0.0110957854270548
"2589",0.72642490654102
"2596",0.242488504219023
"2597",0.212570537107816
"2598",0.453641088510862
"2621",0.957186914551239
"2632",0.738670970362249
"2633",0.999973397841107
"2640",0.982153744326792
"2641",0.990401808725831
"2660",0.8689040283589
"2662",0.816008530057576
"2664",0.379220934557109
"2668",0.961173766065164
"2672",0.810896221769208
"2674",0.993630264236132
"2686",0.330281557987608
"2692",0.967471047179681
"2693",0.348510204679972
"2698",0.999960875848242
"2768",0.543890136868231
"2772",0.945560418634176
"2777",0.913051101159191
"2779",0.934565411357726
"2785",0.575626666213713
"2791",0.987033596077728
"2795",0.801684947105077
"2796",0.965900671484676
"2804",0.952016836293623
"2824",0.828529635690279
"2830",0.987756516196056
"2835",0.96735553709723
"2836",0.832089628808235
"2837",0.489745867676819
"2846",0.973491495652602
"2856",0.821642435279124
"2863",0.955055018440676
"2881",0.951228054295931
"2887",0.921682834612078
"2890",0.968411340752856
"2896",0.991414285710461
"2898",0.97850836776534
"2907",0.622505092959619
"2910",0.968759055451016
"2926",0.975216920299107
"2929",0.958622754859719
"2931",0.978484923819455
"2936",0.997414546552585
"2943",0.0206536567527681
"2946",0.84243732656586
"2948",0.902281906264186
"2950",0.999886902225964
"2952",0.986691508870285
"2953",0.354382205372872
"2958",0.992939665613161
"2962",0.997285225553971
"2964",0.360384642697949
"2984",0.996751239168874
"2989",0.98871586761266
"2993",0.999868609412175
"2999",0.956171094353781
"3001",0.824286654913311
"3003",0.902767477014601
"3004",0.961122301753847
"3024",0.175101452348775
"3027",0.845499253689882
"3028",0.903466912761114
"3029",0.685720572670203
"3031",0.874651202279426
"3037",0.867442937134273
"3041",0.67875956469524
"3045",0.993493295609671
"3055",0.195920679876097
"3059",0.979314222445811
"3063",0.999424791253731
"3067",0.18228507510944
"3074",0.941499157005619
"3082",0.951201140448254
"3085",0.678422439508675
"3089",0.913737974900537
"3094",0.92986625184449
"3097",0.957451775860648
"3110",0.34153614969761
"3112",0.925965780542683
"3118",0.966444114193072
"3125",0.415952213762835
"3130",0.838085072695854
"3138",0.573831398795636
"3151",0.318470172436285
"3166",0.309945581535247
"3174",0.725835292538125
"3175",0.418863052464084
"3181",0.886163929650208
"3182",0.448185212838849
"3184",0.986268591414851
"3188",0.984354970912192
"3194",0.76533366235095
"3195",0.927109881822624
"3205",0.998980689489982
"3224",0.969267636339349
"3233",0.127269621391477
"3235",0.911874509768106
"3247",0.765746068006661
"3254",0.843434057189516
"3255",0.990345324512591
"3264",0.945190349046397
"3266",0.864012061150059
"3270",0.540435405602987
"3272",0.198202027154414
"3281",0.061265320621057
"3282",0.794311638874194
"3287",0.647827480530256
"3289",0.032237303683903
"3290",0.204587112854462
"3295",0.599692636167583
"3306",0.720687815860529
"3318",0.922532138909753
"3323",0.143693385969189
"3333",0.829325093457161
"3340",0.166193147158714
"3344",0.860034432317135
"3356",0.951048775077365
"3359",0.583950809463529
"3360",0.962020981950931
"3367",0.937153824555397
"3383",0.813369171353318
"3384",0.952107764151913
"3392",0.885134569464552
"3407",0.764684811698978
"3414",0.742780822305736
"3423",0.987023330101428
"3425",0.930632196252517
"3427",0.987269809010943
"3432",0.92957643827394
"3439",0.904870036539203
"3442",0.426028863203261
"3445",0.820252105084438
"3447",0.325689679803021
"3449",0.858702479023534
"3454",0.191157584121446
"3455",0.999176072307199
"3474",0.131988758193052
"3484",0.94815887525414
"3486",0.306679847851771
"3488",0.0381939758611323
"3499",0.998641840840347
"3506",0.341088825851919
"3508",0.941272216911764
"3511",0.0612547287023182
"3512",0.991791036627699
"3518",0.920945708407548
"3524",0.865005192752136
"3538",0.967303462894307
"3542",0.950548590460832
"3563",0.789115996350823
"3572",0.92778994336492
"3573",0.995359341791188
"3574",0.903436475271107
"3578",0.997741891963172
"3580",0.2352899283885
"3586",0.932948605929853
"3592",0.952437756884978
"3594",0.922547457606777
"3603",0.850180813239644
"3612",0.989832959710599
"3614",0.968327909739328
"3618",0.894482719663754
"3619",0.890816309701652
"3624",0.505808901791799
"3634",0.966233700516825
"3635",0.789496506240891
"3643",0.980217218835789
"3648",0.991766230943908
"3652",0.966080229198069
"3653",0.883497449036403
"3660",0.987083386673157
"3663",0.967534028472315
"3669",0.586400140397862
